WorkOrderId,ProjectId,Status,Severity,SystemArea,HoursOpen,OpenedDate
3951,366,Closed,Low,Hydraulics,18,2025-11-06
3952,861,Blocked,Critical,Avionics,56,2026-06-12
3953,49,Blocked,Low,Power,14,2025-12-26
3954,467,Closed,Medium,Comms,119,2025-11-01
3955,478,In Progress,Critical,Hydraulics,79,2026-04-11
3956,277,Closed,Medium,Hydraulics,20,2025-08-04
3957,734,Closed,High,Comms,65,2026-02-26
3958,863,Closed,Medium,Hull,12,2026-04-02
3959,124,Blocked,Medium,Hull,48,2026-03-31
3960,1019,Open,High,Software,117,2026-01-13
3961,640,Closed,Medium,Comms,119,2026-04-20
3962,163,In Progress,High,Hull,19,2025-12-21
3963,986,Blocked,Medium,Avionics,83,2025-09-16
3964,817,Open,Low,Comms,10,2026-03-06
3965,305,Closed,Critical,Power,110,2026-03-18
3966,800,Closed,Low,Avionics,37,2025-07-05
3967,75,Open,Low,Avionics,77,2026-04-06
3968,218,Closed,Critical,Power,107,2025-12-09
3969,662,Blocked,High,Power,120,2026-03-28
3970,510,Open,Low,Avionics,61,2026-05-21
3971,1063,Closed,High,Hydraulics,84,2026-02-25
3972,1006,In Progress,High,Avionics,117,2025-07-19
3973,645,In Progress,Medium,Power,86,2026-05-10
3974,1127,In Progress,Critical,Avionics,64,2025-08-14
3975,407,Open,Medium,Hull,51,2025-11-16
3976,765,Open,Critical,Avionics,96,2025-11-05
3977,917,Closed,Low,Avionics,111,2025-10-21
3978,242,Open,Critical,Hydraulics,86,2026-04-25
3979,518,In Progress,Low,Power,5,2026-02-24
3980,46,Blocked,Critical,Hydraulics,19,2025-07-23
3981,939,Blocked,Critical,Hydraulics,40,2025-11-20
3982,1179,Closed,High,Power,18,2025-11-08
3983,883,Open,High,Power,25,2025-11-17
3984,583,Closed,Critical,Comms,109,2025-07-21
3985,540,Open,Low,Hull,2,2025-12-01
3986,322,Blocked,High,Hydraulics,92,2026-04-02
3987,1126,Blocked,Critical,Power,77,2025-07-27
3988,1149,Blocked,Critical,Software,120,2025-07-17
3989,384,Blocked,Low,Comms,9,2025-07-30
3990,706,In Progress,High,Software,95,2025-07-01
3991,338,Open,Medium,Avionics,52,2025-12-14
3992,561,Open,Medium,Comms,32,2025-07-25
3993,275,Closed,Critical,Comms,36,2026-02-23
3994,604,In Progress,High,Hydraulics,100,2025-06-23
3995,298,Blocked,High,Comms,59,2025-10-18
3996,1076,Closed,Critical,Comms,83,2025-12-26
3997,579,Blocked,Low,Hull,59,2026-01-09
3998,266,Closed,High,Comms,36,2026-03-23
3999,985,In Progress,Medium,Comms,100,2026-01-10
4000,606,Open,Low,Hull,58,2025-12-13
4001,153,Open,Low,Software,74,2026-01-18
4002,906,Blocked,High,Hydraulics,79,2025-08-23
4003,1041,In Progress,Medium,Avionics,49,2026-05-29
4004,532,Open,Medium,Hydraulics,65,2025-11-13
4005,260,Blocked,Critical,Software,45,2025-10-26
4006,963,In Progress,Low,Power,67,2026-05-01
4007,147,Blocked,Low,Comms,47,2025-08-06
4008,962,Blocked,Low,Software,96,2025-12-02
4009,535,Blocked,Medium,Comms,45,2025-07-15
4010,776,Open,High,Comms,19,2025-06-27
4011,457,In Progress,High,Power,36,2026-03-04
4012,115,Open,Critical,Software,99,2026-04-22
4013,42,In Progress,Critical,Avionics,94,2026-05-03
4014,491,Blocked,High,Hydraulics,42,2025-08-24
4015,922,Blocked,High,Software,3,2026-05-01
4016,968,Open,Medium,Hydraulics,67,2026-01-24
4017,335,Open,Low,Avionics,24,2026-02-01
4018,806,In Progress,High,Avionics,85,2026-02-07
4019,1047,Blocked,Low,Power,34,2025-12-29
4020,1016,Closed,Medium,Comms,59,2026-04-19
4021,107,Open,Critical,Power,110,2025-11-16
4022,58,Open,Critical,Software,48,2025-12-17
4023,41,In Progress,Critical,Hull,86,2026-02-17
4024,446,Closed,Medium,Hull,23,2026-02-16
4025,523,In Progress,Medium,Hull,43,2026-02-04
4026,928,Open,Medium,Hull,78,2026-03-14
4027,1076,Blocked,Low,Comms,63,2025-08-25
4028,83,In Progress,Critical,Hull,78,2025-06-20
4029,1060,Closed,Critical,Comms,43,2025-09-17
4030,334,Closed,Medium,Hydraulics,50,2025-09-27
4031,1159,Blocked,Low,Power,36,2025-08-08
4032,549,In Progress,Low,Software,118,2026-01-19
4033,743,In Progress,Critical,Software,22,2026-05-02
4034,819,Open,Medium,Avionics,54,2026-04-19
4035,721,Blocked,Low,Software,93,2025-12-31
4036,1183,In Progress,High,Hull,119,2025-09-04
4037,582,Closed,Critical,Avionics,47,2026-04-14
4038,679,In Progress,Medium,Hydraulics,10,2025-08-01
4039,914,Open,Medium,Comms,28,2026-02-23
4040,612,Blocked,Critical,Hull,113,2025-07-10
4041,131,Open,Critical,Hull,49,2025-09-12
4042,739,In Progress,Low,Avionics,103,2026-05-11
4043,42,Open,Low,Hydraulics,64,2026-01-01
4044,1083,Blocked,Critical,Comms,79,2026-04-14
4045,1154,Closed,High,Avionics,99,2025-06-20
4046,11,Open,High,Comms,17,2025-06-21
4047,667,Open,Medium,Comms,101,2025-06-19
4048,864,Open,Medium,Software,90,2025-09-15
4049,6,In Progress,High,Hull,107,2026-05-23
4050,785,In Progress,Medium,Comms,72,2026-05-02
4051,958,Closed,Medium,Power,87,2025-10-20
4052,789,In Progress,Medium,Hull,117,2025-10-07
4053,1056,Blocked,Critical,Hydraulics,12,2026-03-12
4054,158,In Progress,High,Comms,34,2026-05-09
4055,423,In Progress,Critical,Comms,4,2026-01-10
4056,911,Closed,High,Software,25,2026-04-16
4057,199,Blocked,High,Power,84,2025-07-25
4058,549,Closed,Low,Comms,35,2025-10-05
4059,647,In Progress,Critical,Comms,34,2026-05-02
4060,415,Open,High,Software,120,2025-11-21
4061,289,Closed,Critical,Comms,10,2026-03-12
4062,727,In Progress,Critical,Comms,82,2025-08-10
4063,848,Open,High,Comms,57,2025-10-23
4064,121,Open,High,Software,20,2026-01-03
4065,716,Open,Low,Avionics,25,2025-06-30
4066,184,Closed,Critical,Hydraulics,3,2026-03-13
4067,977,Open,High,Power,36,2026-04-05
4068,765,Closed,Critical,Avionics,80,2025-07-03
4069,836,Closed,Critical,Comms,49,2025-10-13
4070,20,Blocked,Low,Avionics,92,2025-07-07
4071,554,Blocked,Medium,Avionics,99,2026-02-21
4072,167,In Progress,Low,Hull,84,2025-12-02
4073,762,Closed,High,Hull,89,2026-01-22
4074,623,Blocked,Critical,Hull,109,2025-06-19
4075,809,Closed,High,Hydraulics,93,2025-11-06
4076,286,Closed,Critical,Power,11,2025-11-08
4077,121,Open,High,Hull,67,2026-04-26
4078,665,In Progress,Low,Hydraulics,32,2026-03-27
4079,112,Closed,High,Comms,24,2026-03-22
4080,241,Closed,High,Comms,3,2026-05-15
4081,857,Closed,Low,Power,29,2025-12-22
4082,948,Open,Medium,Power,27,2025-08-26
4083,607,Open,Medium,Hull,91,2025-12-24
4084,1082,Closed,Low,Hydraulics,75,2026-05-04
4085,415,Closed,Low,Avionics,46,2025-12-27
4086,116,Open,Critical,Avionics,56,2025-12-31
4087,816,Closed,Low,Software,7,2025-11-02
4088,452,Closed,Critical,Avionics,43,2025-11-13
4089,1181,Blocked,Low,Avionics,16,2026-05-14
4090,943,Closed,Critical,Software,56,2025-11-15
4091,416,Blocked,Low,Hull,57,2025-11-14
4092,67,Open,Critical,Software,60,2025-08-26
4093,556,Open,Critical,Hydraulics,20,2026-05-31
4094,1048,Open,Medium,Software,86,2026-02-17
4095,1004,Closed,High,Hull,109,2025-12-07
4096,1154,Blocked,Medium,Hydraulics,59,2025-07-11
4097,714,Closed,Critical,Software,88,2026-05-17
4098,883,Closed,Medium,Power,118,2025-12-01
4099,1029,In Progress,Medium,Avionics,112,2025-08-23
4100,74,Open,Critical,Power,33,2025-11-14
4101,1000,Blocked,High,Avionics,15,2026-05-19
4102,399,Closed,Medium,Hull,110,2026-01-11
4103,311,Open,Low,Power,49,2025-10-04
4104,914,Blocked,Low,Avionics,69,2026-02-17
4105,327,Blocked,Medium,Hull,40,2025-08-21
4106,244,Closed,Medium,Avionics,54,2025-11-04
4107,668,Blocked,Low,Comms,82,2025-07-23
4108,344,Open,Medium,Power,117,2026-04-24
4109,1168,In Progress,Critical,Hull,69,2026-03-02
4110,176,Open,Medium,Comms,107,2026-02-02
4111,129,Open,High,Software,94,2025-12-02
4112,153,Closed,Medium,Software,103,2025-12-31
4113,48,Blocked,Low,Hull,77,2026-03-10
4114,99,Closed,High,Comms,40,2026-02-17
4115,577,Open,High,Power,88,2025-09-21
4116,1119,Blocked,Low,Avionics,78,2026-02-23
4117,457,In Progress,High,Hull,72,2025-09-19
4118,1157,Open,Low,Software,88,2026-04-16
4119,329,Open,Critical,Avionics,80,2026-04-03
4120,1026,Open,Critical,Comms,55,2026-03-18
4121,1071,Blocked,Low,Power,111,2025-12-06
4122,166,Closed,Critical,Comms,50,2025-10-26
4123,197,Closed,Low,Hull,88,2026-04-02
4124,312,In Progress,High,Avionics,53,2026-04-06
4125,961,Open,Low,Power,95,2025-12-06
4126,1063,In Progress,High,Power,87,2026-05-23
4127,24,Closed,High,Hull,92,2025-07-01
4128,661,In Progress,Critical,Power,1,2025-11-20
4129,69,Open,Medium,Hydraulics,11,2025-09-21
4130,749,Closed,Low,Avionics,58,2026-04-20
4131,712,In Progress,Critical,Hydraulics,88,2025-12-29
4132,636,Closed,High,Hull,34,2026-01-01
4133,206,Blocked,High,Software,120,2026-05-30
4134,434,Blocked,Medium,Avionics,77,2026-04-30
4135,1173,Open,Low,Avionics,18,2026-05-02
4136,827,In Progress,Medium,Power,120,2026-06-09
4137,275,Closed,Medium,Hull,90,2025-12-28
4138,970,Blocked,Low,Software,40,2026-04-12
4139,339,In Progress,Critical,Hydraulics,79,2025-11-04
4140,739,Blocked,High,Hydraulics,89,2025-12-22
4141,570,In Progress,High,Avionics,31,2026-01-18
4142,1071,Open,Low,Avionics,41,2025-10-29
4143,695,Closed,Critical,Software,36,2025-06-26
4144,205,Open,High,Hydraulics,80,2025-09-07
4145,1118,Blocked,High,Hydraulics,21,2026-01-12
4146,420,Blocked,Critical,Avionics,65,2026-05-18
4147,442,In Progress,Critical,Avionics,60,2025-08-29
4148,655,Blocked,Medium,Hydraulics,88,2025-12-02
4149,452,Blocked,Medium,Hydraulics,33,2025-11-23
4150,297,In Progress,Low,Software,45,2025-09-26
4151,989,Blocked,Critical,Hull,22,2026-03-05
4152,1130,Closed,Low,Hydraulics,114,2025-10-04
4153,457,Open,High,Avionics,54,2025-08-17
4154,531,Blocked,High,Comms,67,2025-07-23
4155,91,In Progress,High,Software,115,2025-09-25
4156,600,Closed,Low,Comms,70,2026-01-30
4157,327,In Progress,Critical,Power,95,2026-02-11
4158,712,In Progress,Critical,Software,25,2025-12-30
4159,926,Closed,Low,Hydraulics,81,2025-10-08
4160,740,In Progress,Critical,Hull,3,2026-01-04
4161,1073,Blocked,Low,Power,69,2026-05-06
4162,273,Closed,Medium,Hydraulics,97,2025-08-19
4163,416,Closed,Low,Hull,48,2026-02-14
4164,42,Open,Low,Power,26,2026-05-22
4165,278,Open,Critical,Hydraulics,107,2026-05-24
4166,616,Blocked,Low,Hull,62,2025-10-08
4167,692,Closed,Critical,Hydraulics,95,2025-10-01
4168,999,In Progress,Low,Hull,76,2025-08-20
4169,1101,Open,Critical,Software,4,2025-12-07
4170,682,In Progress,Medium,Software,120,2025-11-23
4171,1195,In Progress,Low,Comms,20,2026-03-09
4172,457,Blocked,Critical,Hull,89,2026-04-03
4173,745,Closed,Medium,Hull,35,2026-04-19
4174,591,Open,High,Hydraulics,81,2026-05-21
4175,672,In Progress,Critical,Hydraulics,20,2025-08-23
4176,25,Blocked,Medium,Hull,107,2025-11-13
4177,526,In Progress,High,Software,73,2025-08-15
4178,792,In Progress,Low,Software,8,2026-05-17
4179,917,Closed,Low,Avionics,118,2025-09-09
4180,886,Blocked,Medium,Power,10,2025-12-17
4181,76,In Progress,Critical,Software,93,2026-01-11
4182,312,Open,Medium,Hull,19,2025-09-13
4183,1193,Open,Critical,Power,89,2025-10-11
4184,380,Blocked,Critical,Comms,64,2025-10-03
4185,217,In Progress,Low,Hull,84,2025-11-08
4186,391,Blocked,Low,Hull,77,2025-12-16
4187,683,In Progress,Critical,Power,81,2026-04-06
4188,71,Blocked,Critical,Avionics,18,2025-09-15
4189,439,In Progress,High,Software,68,2026-03-21
4190,1119,Closed,Low,Avionics,68,2026-04-17
4191,141,Open,Low,Hull,13,2026-06-08
4192,579,In Progress,Medium,Comms,52,2026-05-26
4193,53,Closed,Medium,Software,4,2025-07-02
4194,1040,Blocked,High,Power,101,2026-05-17
4195,558,Closed,Medium,Hydraulics,100,2025-10-12
4196,232,In Progress,Medium,Hull,110,2026-06-01
4197,1013,Closed,Critical,Hydraulics,111,2025-11-05
4198,1145,Open,Medium,Comms,76,2025-11-16
4199,156,Blocked,Low,Hydraulics,66,2025-12-11
4200,609,Open,Medium,Software,61,2026-04-05
4201,1168,Blocked,Critical,Hull,66,2026-02-14
4202,536,Open,Medium,Software,16,2025-07-07
4203,1139,Open,Low,Software,109,2026-05-12
4204,968,Closed,High,Hydraulics,77,2026-01-09
4205,188,Open,Medium,Avionics,21,2025-06-18
4206,792,Closed,High,Power,50,2026-01-29
4207,16,Open,Medium,Hydraulics,88,2026-02-25
4208,436,In Progress,Low,Avionics,63,2026-03-07
4209,1081,Closed,Low,Avionics,40,2026-01-25
4210,364,In Progress,Medium,Hull,110,2026-05-21
4211,645,Open,Low,Software,41,2026-02-03
4212,342,Closed,Low,Hydraulics,4,2026-04-02
4213,536,Closed,Low,Power,17,2026-04-12
4214,929,Closed,Medium,Avionics,71,2026-04-21
4215,1161,Open,Low,Software,45,2026-04-13
4216,462,Open,Low,Avionics,116,2026-05-08
4217,143,In Progress,Critical,Power,9,2025-11-08
4218,462,In Progress,Critical,Hydraulics,25,2025-11-17
4219,1113,Open,Low,Hydraulics,85,2025-12-03
4220,920,In Progress,Low,Avionics,109,2026-01-20
4221,1159,Blocked,Low,Avionics,10,2025-10-30
4222,568,Closed,Critical,Avionics,111,2025-07-20
4223,484,Open,Critical,Hull,64,2025-07-01
4224,293,In Progress,Critical,Avionics,81,2026-03-04
4225,579,Open,High,Comms,92,2025-10-23
4226,1171,Closed,Low,Comms,108,2026-03-10
4227,420,In Progress,High,Hydraulics,27,2025-08-15
4228,743,Open,Low,Hull,91,2025-12-10
4229,384,In Progress,Critical,Power,9,2025-11-09
4230,74,Blocked,High,Hull,16,2025-07-12
4231,994,Open,Medium,Power,86,2026-06-09
4232,153,Open,High,Hydraulics,29,2026-03-09
4233,258,Closed,Low,Hull,26,2026-01-20
4234,113,Blocked,Medium,Avionics,62,2025-08-08
4235,634,In Progress,Low,Power,73,2025-06-26
4236,860,Blocked,Critical,Hydraulics,31,2025-11-29
4237,1154,In Progress,Low,Hull,29,2026-05-17
4238,1060,Closed,High,Power,26,2026-01-18
4239,454,Blocked,Low,Software,3,2026-02-28
4240,24,Blocked,Low,Avionics,51,2025-10-31
4241,291,Closed,Critical,Power,6,2025-06-25
4242,190,Closed,High,Software,31,2025-07-07
4243,249,Closed,High,Power,1,2025-09-18
4244,37,Blocked,Medium,Comms,116,2025-09-25
4245,759,Blocked,High,Hull,111,2025-10-20
4246,589,Open,Medium,Avionics,65,2026-04-23
4247,217,In Progress,Low,Hydraulics,22,2026-04-17
4248,5,Closed,Low,Power,14,2025-11-03
4249,1070,Closed,Low,Comms,3,2025-09-11
4250,230,Blocked,Critical,Avionics,59,2026-05-27
4251,704,In Progress,Low,Hull,105,2025-10-31
4252,946,Blocked,Critical,Avionics,36,2025-11-27
4253,822,Closed,Low,Comms,21,2025-08-13
4254,298,In Progress,High,Comms,78,2025-10-31
4255,884,Closed,High,Software,113,2025-08-12
4256,1143,In Progress,Critical,Avionics,19,2026-05-05
4257,8,Closed,High,Avionics,114,2026-04-30
4258,62,Closed,Medium,Comms,44,2025-06-24
4259,466,Closed,High,Hull,97,2025-07-28
4260,605,Blocked,Low,Power,101,2025-10-11
4261,293,Open,Critical,Comms,117,2026-01-10
4262,1193,Blocked,Critical,Power,28,2026-04-13
4263,132,Blocked,High,Software,48,2026-01-07
4264,728,Open,Low,Avionics,19,2026-01-09
4265,38,Blocked,Critical,Power,61,2025-06-24
4266,401,Closed,High,Power,18,2025-08-26
4267,920,Blocked,Medium,Hydraulics,53,2025-06-27
4268,191,Open,Low,Software,67,2026-03-15
4269,327,Blocked,High,Avionics,83,2026-02-06
4270,1069,Blocked,Low,Comms,56,2026-03-02
4271,609,Open,Critical,Hydraulics,108,2026-02-28
4272,406,Open,Critical,Hull,38,2025-06-27
4273,231,Open,Critical,Hull,2,2026-05-27
4274,343,Blocked,Medium,Hydraulics,43,2025-11-30
4275,662,Open,Medium,Hydraulics,33,2025-06-18
4276,192,Closed,Critical,Hydraulics,24,2026-04-17
4277,1119,Blocked,Low,Power,119,2025-08-11
4278,142,Blocked,Critical,Power,87,2026-03-11
4279,65,Closed,Low,Hydraulics,58,2025-12-23
4280,75,Blocked,High,Software,22,2026-01-24
4281,1134,Closed,Low,Hydraulics,79,2026-04-16
4282,419,Closed,Medium,Software,81,2025-08-07
4283,212,In Progress,Low,Software,55,2026-02-08
4284,725,Open,Critical,Hydraulics,104,2026-05-08
4285,125,Blocked,Critical,Hull,36,2025-12-09
4286,838,Closed,Critical,Power,60,2025-10-28
4287,1137,Closed,High,Hydraulics,43,2025-12-13
4288,98,Blocked,High,Avionics,96,2026-01-26
4289,160,In Progress,High,Software,75,2025-09-23
4290,1157,Blocked,Medium,Hull,113,2025-11-01
4291,32,Closed,Medium,Avionics,2,2026-04-28
4292,296,Blocked,High,Avionics,33,2025-10-13
4293,489,Blocked,Medium,Comms,43,2026-04-16
4294,289,In Progress,Low,Hydraulics,119,2025-09-26
4295,1110,Blocked,Critical,Software,16,2026-06-05
4296,1100,Open,Low,Power,24,2025-10-02
4297,1086,Open,Medium,Power,25,2025-09-28
4298,31,Closed,Critical,Hydraulics,114,2025-11-16
4299,31,Open,Medium,Hydraulics,72,2026-06-08
4300,1080,Open,High,Avionics,95,2026-01-23
4301,883,Closed,Critical,Hull,76,2026-06-06
4302,292,Open,Low,Comms,3,2026-03-09
4303,673,Closed,Low,Avionics,75,2026-05-06
4304,939,Blocked,Low,Hull,38,2025-11-25
4305,628,Blocked,High,Avionics,109,2025-12-07
4306,894,Blocked,Low,Hydraulics,66,2026-02-03
4307,932,Closed,Critical,Hydraulics,71,2025-09-29
4308,626,Open,Medium,Comms,119,2026-04-02
4309,651,Closed,High,Hull,55,2025-12-27
4310,645,In Progress,Critical,Software,49,2026-02-19
4311,369,In Progress,Critical,Hydraulics,92,2025-11-24
4312,975,In Progress,Medium,Power,30,2025-10-30
4313,1002,In Progress,Low,Comms,111,2026-04-12
4314,162,Blocked,Low,Hull,52,2025-10-28
4315,658,Blocked,Low,Avionics,88,2026-03-27
4316,479,In Progress,High,Avionics,115,2026-01-15
4317,919,In Progress,Critical,Hydraulics,74,2025-09-26
4318,1039,Closed,Critical,Comms,71,2025-11-27
4319,176,Open,Critical,Power,104,2025-09-13
4320,178,Closed,Low,Avionics,21,2025-11-04
4321,549,In Progress,Medium,Hull,96,2026-02-20
4322,493,Blocked,Critical,Comms,85,2026-04-22
4323,441,In Progress,Critical,Software,6,2026-01-28
4324,138,Open,Medium,Software,34,2026-01-07
4325,395,Open,High,Hydraulics,45,2025-10-27
4326,987,Closed,Low,Comms,72,2025-11-09
4327,293,Open,Critical,Avionics,14,2025-08-08
4328,588,Closed,Critical,Hydraulics,4,2026-02-15
4329,912,Blocked,Medium,Hull,69,2025-12-13
4330,987,Blocked,Medium,Power,16,2026-05-05
4331,575,Blocked,High,Hull,112,2025-10-14
4332,626,In Progress,Critical,Avionics,84,2025-07-18
4333,201,Blocked,Critical,Software,23,2025-12-04
4334,829,In Progress,Critical,Hull,82,2025-12-27
4335,39,Blocked,Low,Hydraulics,71,2025-09-12
4336,399,Open,Low,Power,71,2026-06-14
4337,750,Open,Critical,Hull,48,2025-07-11
4338,888,Open,Low,Comms,102,2025-09-28
4339,542,Open,Low,Comms,17,2026-05-12
4340,577,Closed,High,Comms,24,2026-02-14
4341,1139,Closed,Medium,Avionics,60,2025-11-25
4342,421,Closed,High,Avionics,119,2025-11-26
4343,1117,In Progress,Critical,Hull,107,2025-11-12
4344,413,Blocked,Low,Software,25,2025-08-27
4345,192,In Progress,Low,Hull,117,2025-11-26
4346,274,In Progress,Medium,Software,96,2026-03-07
4347,15,Blocked,High,Avionics,84,2026-05-31
4348,470,In Progress,Low,Power,73,2026-06-16
4349,230,Closed,Low,Power,63,2025-08-26
4350,845,In Progress,High,Comms,62,2025-12-25
4351,405,Open,Critical,Hydraulics,113,2025-11-24
4352,479,In Progress,Critical,Comms,21,2026-03-27
4353,999,Open,Low,Power,45,2026-06-16
4354,426,Blocked,Medium,Comms,65,2026-04-12
4355,1096,Open,Medium,Hydraulics,12,2025-12-15
4356,410,Closed,Critical,Avionics,53,2026-05-01
4357,106,In Progress,Medium,Software,40,2026-05-29
4358,149,Closed,Critical,Hull,2,2026-06-05
4359,317,Blocked,Critical,Software,2,2026-05-02
4360,967,Closed,Medium,Comms,88,2026-02-15
4361,514,Open,Low,Power,89,2025-12-18
4362,63,Open,Medium,Hull,62,2025-12-24
4363,1100,In Progress,Low,Software,66,2025-11-03
4364,499,In Progress,Critical,Software,83,2026-02-15
4365,1107,In Progress,High,Avionics,100,2026-03-29
4366,1140,In Progress,Medium,Hull,83,2026-03-10
4367,1059,Blocked,Low,Hull,74,2025-08-19
4368,714,Blocked,Medium,Hydraulics,106,2025-06-20
4369,864,In Progress,Medium,Hydraulics,6,2026-02-22
4370,899,Blocked,Medium,Software,54,2025-06-28
4371,204,Blocked,Low,Hull,103,2026-04-12
4372,327,Open,Medium,Comms,50,2025-10-13
4373,1021,Open,Low,Comms,74,2025-12-29
4374,573,Closed,Critical,Avionics,11,2025-10-03
4375,568,In Progress,Low,Software,114,2025-08-20
4376,2,Blocked,High,Hull,14,2026-04-13
4377,325,In Progress,Low,Hull,17,2025-11-11
4378,584,Blocked,Critical,Software,43,2025-09-20
4379,825,In Progress,Medium,Hull,70,2025-11-12
4380,1140,Open,Critical,Hull,119,2025-07-20
4381,454,Closed,Medium,Hull,53,2026-03-07
4382,52,In Progress,Critical,Software,113,2026-04-26
4383,680,In Progress,Low,Hull,72,2026-03-25
4384,1166,Closed,Low,Power,99,2025-10-21
4385,972,Open,High,Comms,53,2025-07-18
4386,1124,In Progress,High,Hull,52,2025-07-10
4387,500,Closed,Medium,Comms,107,2026-05-08
4388,761,Open,Critical,Software,35,2026-02-18
4389,725,Blocked,Medium,Hull,58,2025-09-10
4390,987,Blocked,Critical,Software,18,2025-12-24
4391,567,In Progress,High,Hull,10,2026-02-01
4392,1098,Closed,Medium,Power,40,2025-12-17
4393,1109,In Progress,Medium,Software,114,2026-04-20
4394,773,Blocked,Low,Hydraulics,35,2026-01-30
4395,547,Open,High,Hydraulics,45,2025-12-28
4396,799,Open,Critical,Hydraulics,16,2026-04-16
4397,982,Blocked,Medium,Software,72,2025-11-21
4398,1120,Closed,Low,Avionics,93,2025-12-19
4399,7,Closed,Medium,Comms,53,2025-10-09
4400,427,Blocked,Medium,Avionics,29,2025-07-26
4401,1041,Blocked,Low,Hydraulics,63,2026-02-05
4402,524,In Progress,Low,Hull,79,2025-11-23
4403,1125,Closed,Low,Power,41,2025-11-13
4404,247,Closed,Low,Avionics,79,2025-07-06
4405,948,Closed,Low,Comms,96,2026-03-31
4406,1029,In Progress,Medium,Comms,11,2025-12-14
4407,482,Blocked,Medium,Avionics,22,2026-04-04
4408,965,Blocked,High,Hydraulics,46,2026-03-13
4409,88,Closed,Low,Power,58,2026-01-09
4410,747,Blocked,High,Hull,39,2026-01-27
4411,1068,In Progress,Critical,Comms,20,2025-12-03
4412,1138,Open,Low,Comms,117,2025-07-26
4413,1015,Blocked,Low,Hull,8,2026-05-10
4414,691,Closed,High,Hydraulics,67,2026-02-23
4415,582,Open,Low,Software,52,2025-10-29
4416,14,Closed,Low,Hull,106,2026-04-29
4417,239,Open,Critical,Comms,44,2025-08-23
4418,397,Closed,Low,Hull,52,2025-10-07
4419,43,Blocked,Medium,Power,89,2026-03-13
4420,768,Closed,Critical,Comms,76,2025-09-20
4421,188,Blocked,Low,Hydraulics,30,2025-11-04
4422,793,Blocked,Critical,Hull,43,2026-05-11
4423,742,Closed,High,Avionics,50,2025-10-17
4424,1140,Blocked,Medium,Hydraulics,54,2026-02-23
4425,44,In Progress,High,Hydraulics,112,2026-05-24
4426,1075,Blocked,Medium,Software,91,2026-01-22
4427,892,Closed,Critical,Comms,7,2026-03-06
4428,1120,Closed,Low,Power,67,2026-01-07
4429,1139,Blocked,Low,Avionics,38,2026-06-04
4430,41,Closed,Medium,Hydraulics,40,2026-06-05
4431,1079,Blocked,Critical,Power,14,2025-08-27
4432,283,Open,Critical,Software,113,2025-10-10
4433,494,Open,Critical,Hydraulics,21,2025-11-02
4434,427,Blocked,Low,Power,28,2025-09-12
4435,144,Open,Medium,Hydraulics,36,2025-06-19
4436,663,Closed,High,Software,79,2026-04-10
4437,63,Closed,Low,Hydraulics,44,2025-08-14
4438,822,Closed,Critical,Hydraulics,32,2026-05-05
4439,118,In Progress,Critical,Hull,45,2026-03-05
4440,915,Closed,Medium,Comms,10,2025-07-17
4441,759,Open,Low,Power,13,2026-02-10
4442,484,Closed,Critical,Hull,62,2025-12-16
4443,778,Blocked,Critical,Software,85,2025-07-08
4444,414,In Progress,Medium,Power,112,2025-07-17
4445,785,In Progress,Critical,Hull,11,2025-09-26
4446,864,Blocked,Critical,Power,100,2025-12-23
4447,925,In Progress,Low,Avionics,108,2025-06-28
4448,627,Blocked,High,Comms,4,2026-03-23
4449,335,Blocked,High,Hydraulics,72,2025-12-28
4450,1083,Closed,Medium,Software,58,2025-11-25
4451,827,Open,High,Hydraulics,87,2026-02-22
4452,796,Closed,Critical,Power,99,2026-04-10
4453,1119,Closed,Critical,Software,112,2025-10-16
4454,17,Closed,Critical,Hydraulics,73,2025-11-27
4455,162,Open,High,Software,89,2025-12-11
4456,491,Open,High,Comms,93,2025-09-30
4457,585,Blocked,Low,Power,34,2026-02-07
4458,956,In Progress,High,Hull,7,2025-08-10
4459,928,Blocked,Medium,Power,35,2025-08-21
4460,704,Closed,Medium,Software,53,2026-05-05
4461,131,Blocked,Low,Power,59,2025-07-11
4462,335,Blocked,Critical,Avionics,59,2025-08-02
4463,651,In Progress,Low,Software,16,2026-02-13
4464,518,Open,Critical,Hydraulics,58,2026-06-16
4465,1119,Open,Medium,Hydraulics,41,2026-01-03
4466,848,Open,Low,Software,84,2026-04-13
4467,763,Closed,Critical,Hull,1,2025-09-12
4468,962,Open,High,Avionics,25,2025-11-06
4469,1180,In Progress,Medium,Power,51,2026-04-09
4470,926,Blocked,Critical,Comms,104,2026-06-14
4471,808,Open,Medium,Hull,100,2026-01-30
4472,988,Closed,Low,Hydraulics,53,2025-09-15
4473,833,Closed,Critical,Avionics,52,2026-01-17
4474,477,Closed,Medium,Hydraulics,102,2026-02-06
4475,1094,In Progress,Low,Avionics,26,2025-12-25
4476,292,In Progress,Critical,Power,88,2025-11-06
4477,1057,Blocked,Critical,Avionics,79,2025-12-22
4478,518,Closed,Critical,Power,104,2026-03-19
4479,567,Closed,Critical,Avionics,100,2025-08-31
4480,641,Closed,Medium,Power,35,2026-01-13
4481,509,Blocked,High,Power,14,2026-03-29
4482,271,Closed,Low,Hull,22,2026-05-08
4483,100,Open,Low,Comms,23,2025-12-20
4484,1088,Blocked,Medium,Software,21,2026-03-20
